ESG Corporate KPIs: Key Performance Indicators from Sustainalytics for corporate environmental, social, and governance metrics. Contains the full library of standard datafiles offered through Sustainalytics' Data Services solutions, including fields and indicators that have been discontinued but are still included in the historical dataset. In some cases, this also includes fields that are pending an upcoming release.

FieldId	FieldName	Description	FieldType	PossibleValues
331910111499	Animal Welfare - SC-Answer Category-BMR	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from  to 5, where 1 is low, 2 is moderate, 3 is significant, 4 is high, 5 is severe.	Integer	NULL|0|1|2|3|4|5
331910121499	Bribery and Corruption - SC-Answer Category-BMR	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from  to 5, where 1 is low, 2 is moderate, 3 is significant, 4 is high, 5 is severe.	Integer	NULL|0|1|2|3|4|5
331910131499	Business Ethics - SC-Answer Category-BMR	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from  to 5, where 1 is low, 2 is moderate, 3 is significant, 4 is high, 5 is severe.	Integer	NULL|0|1|2|3|4|5
331910141499	Community Relations - SC-Answer Category-BMR	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from  to 5, where 1 is low, 2 is moderate, 3 is significant, 4 is high, 5 is severe.	Integer	NULL|0|1|2|3|4|5
331910151499	Emissions, Effluents and Waste - SC-Answer category-BMR	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from  to 5, where 1 is low, 2 is moderate, 3 is significant, 4 is high, 5 is severe.	Integer	NULL|0|1|2|3|4|5
331910161499	Employees - Human Rights - SC-Answer Category-BMR	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from  to 5, where 1 is low, 2 is moderate, 3 is significant, 4 is high, 5 is severe.	Integer	NULL|0|1|2|3|4|5
331910171499	Energy Use and GHG Emissions - SC-Answer category-BMR	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from  to 5, where 1 is low, 2 is moderate, 3 is significant, 4 is high, 5 is severe.	Integer	NULL|0|1|2|3|4|5
331910181499	Labour Relations - SC-Answer Category-BMR	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from  to 5, where 1 is low, 2 is moderate, 3 is significant, 4 is high, 5 is severe.	Integer	NULL|0|1|2|3|4|5
331910191499	Land Use and Biodiversity - SC-Answer category-BMR	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from  to 5, where 1 is low, 2 is moderate, 3 is significant, 4 is high, 5 is severe.	Integer	NULL|0|1|2|3|4|5
331910201499	Occupational Health and Safety - SC-Answer Category-BMR	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from  to 5, where 1 is low, 2 is moderate, 3 is significant, 4 is high, 5 is severe.	Integer	NULL|0|1|2|3|4|5
331910211499	Society - Human Rights - SC-Answer Category-BMR	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from  to 5, where 1 is low, 2 is moderate, 3 is significant, 4 is high, 5 is severe.	Integer	NULL|0|1|2|3|4|5
331910221499	Water Use - SC-Answer category-BMR	The score that corresponds to the indicator answer category selected by the analyst during indicator research. Raw scores range from  to 5, where 1 is low, 2 is moderate, 3 is significant, 4 is high, 5 is severe.	Integer	NULL|0|1|2|3|4|5
331911112899	Animal Welfare - SC-Answer Category-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331911122899	Bribery and Corruption - SC-Answer Category-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331911132899	Business Ethics - SC-Answer Category-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331911142899	Community Relations - SC-Answer Category-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331911152899	Emissions, Effluents and Waste - SC-Answer category-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331911162899	Employees - Human Rights - SC-Answer Category-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331911172899	Energy Use and GHG Emissions - SC-Answer category-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331911182899	Labour Relations - SC-Answer Category-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331911192899	Land Use and Biodiversity - SC-Answer category-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331911202899	Occupational Health and Safety - SC-Answer Category-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331911212899	Society - Human Rights - SC-Answer Category-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331911222899	Water Use - SC-Answer category-BMR - Research Status	An indication of whether the metric was researched or not	String	NULL|Researched|Not Researched
331912111699	Animal Welfare - SC-Answer Category-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331912121699	Bribery and Corruption - SC-Answer Category-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331912131699	Business Ethics - SC-Answer Category-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331912141699	Community Relations - SC-Answer Category-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331912151699	Emissions, Effluents and Waste - SC-Answer category-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331912161699	Employees - Human Rights - SC-Answer Category-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331912171699	Energy Use and GHG Emissions - SC-Answer category-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331912181699	Labour Relations - SC-Answer Category-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331912191699	Land Use and Biodiversity - SC-Answer category-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331912201699	Occupational Health and Safety - SC-Answer Category-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
331912211699	Society - Human Rights - SC-Answer Category-BMR - Source Type	An indication of whether the source type for the metric is reported or estimated	String	NULL|Reported|Estimated
